id,filtered_words,features,label_index
R170,"['article', 'response', 'administration', 'concern', 'put', 'late', 'lawyer.', 'find', 'receive', 'individual', 'health', 'sign', 'individual.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[141,1020,1702,1968,2227,2445,3079,3188,3614,4506,4617,4687,5185,6756,7510,8614,8805,8871,9462],[4.607168188650764,2.503034034380557,4.137164559405029,3.914021008090819,2.7200985396183848,4.019381523748645,3.8187108282864943,5.117993812416755,0.6636465161632473,0.691153161953081,4.607168188650764,0.6871770135734415,5.117993812416755,3.383392757028649,4.607168188650764,3.8187108282864943,3.8187108282864943,4.607168188650764,0.691153161953081])",1.0
F110,"['analysis', 'move', 'need', 'poor', 'official', 'section', 'somebody.', 'manager', 'serious', 'pay', 'item', 'remain.', 'machine', 'decide', 'fine', 'yet', 'seem', 'off.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1117,1296,1652,1916,2588,2604,3486,4037,4897,4921,5850,6282,6431,6537,6968,7281,7936,8040,8103,8293,8338,8485,8741,9078],[0.691153161953081,4.019381523748645,4.42484663185681,4.830311739964974,4.270695952029551,4.270695952029551,4.607168188650764,2.849310271098391,4.270695952029551,4.137164559405029,2.849310271098391,0.691153161953081,4.270695952029551,4.019381523748645,4.42484663185681,3.914021008090819,0.6792718340663283,0.691153161953081,3.577548771469606,4.830311739964974,4.607168188650764,0.691153161953081,4.270695952029551,5.117993812416755,5.523458920524919])",0.0
F048,"['arrive', 'amount', 'common.', 'cut', 'many', 'truth', 'western.', 'direction', 'marriage', 'bit', 'senior', 'type.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1206,1989,2069,3497,3744,3892,4144,5188,5850,6229,6747,7222,7281,7391,7936,8338,8554,9700],[0.691153161953081,4.270695952029551,4.607168188650764,4.270695952029551,3.7316994512968646,5.523458920524919,2.5530444549552183,4.607168188650764,4.42484663185681,0.691153161953081,4.019381523748645,2.5530444549552183,3.8187108282864943,0.6792718340663283,4.019381523748645,0.691153161953081,0.691153161953081,5.523458920524919,4.830311739964974])",0.0
F082,"['candidate', 'thus.', 'remain', 'pass', 'president', 'many', 'forget.', 'letter', 'light', 'staff', 'whose', 'agency.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[497,503,564,1051,1306,1720,2849,4358,4377,5188,5205,5850,6224,7281,7936,8338,8392,9539],[5.523458920524919,0.691153161953081,3.914021008090819,4.830311739964974,4.830311739964974,4.137164559405029,4.830311739964974,4.42484663185681,2.60568818844064,4.42484663185681,4.137164559405029,0.691153161953081,4.019381523748645,0.6792718340663283,0.691153161953081,0.691153161953081,4.019381523748645,4.019381523748645])",0.0
F187,"['standard', 'style', 'type', 'example', 'general.', 'research', 'role.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1256,2967,3526,5850,7281,7860,7936,8000,8338,9432,9543,9606,9974],[0.691153161953081,3.125563647726549,4.019381523748645,4.607168188650764,0.691153161953081,0.6792718340663283,2.958509563063383,0.691153161953081,4.137164559405029,0.691153161953081,3.8187108282864943,5.117993812416755,4.270695952029551,5.523458920524919])",0.0
F027,"['guy', 'someone', 'three.', 'center', 'owner', 'long', 'stay', 'together', 'tree', 'seek.', 'avoid', 'information', 'purpose', 'her.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[94,433,503,1256,1388,1480,2922,3671,5850,5871,6053,6710,7281,7748,7860,7936,8089,8190,8312,8338,8904],[4.019381523748645,4.019381523748645,0.691153161953081,3.125563647726549,3.7316994512968646,4.137164559405029,5.117993812416755,4.137164559405029,0.691153161953081,4.270695952029551,3.3262343431887,5.523458920524919,0.6792718340663283,5.117993812416755,2.958509563063383,0.691153161953081,4.270695952029551,3.577548771469606,4.019381523748645,0.691153161953081,3.8187108282864943])",0.0
F202,"['enjoy', 'important', 'industry', 'yeah', 'charge', 'paper', 'government.', 'defense', 'beautiful', 'field', 'environmental.', 'fear', 'tend', 'sound', 'data', 'push', 'section', 'great.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1273,1695,1805,1810,1967,3010,3249,3543,4377,5710,5850,5978,6166,6591,6812,6968,7074,7281,7936,8338,8690,9216,9513],[0.691153161953081,3.4440173788450834,4.019381523748645,4.137164559405029,4.42484663185681,4.607168188650764,4.019381523748645,3.4440173788450834,3.914021008090819,2.60568818844064,4.830311739964974,0.691153161953081,4.270695952029551,3.8187108282864943,4.830311739964974,3.7316994512968646,3.914021008090819,3.2721671219184243,0.6792718340663283,0.691153161953081,0.691153161953081,4.019381523748645,5.523458920524919,4.42484663185681])",0.0
F197,"['parent', 'far', 'song', 'gas', 'guess', 'hold.', 'top', 'bank', 'quality.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[23,503,2589,3892,4158,5328,5607,5850,6747,7281,7350,7936,8338,8660,8982,9932],[4.830311739964974,0.691153161953081,3.6516567436233283,2.5530444549552183,3.6516567436233283,3.914021008090819,4.42484663185681,0.691153161953081,2.5530444549552183,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,4.137164559405029,4.42484663185681,4.019381523748645])",0.0
R128,"['region', 'entire', 'air', 'explain.', 'offer', 'ever', 'middle', 'even', 'fine.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[88,292,821,2059,2958,3605,3614,4506,4687,5594,6406,8159,8824,9462,9878],[4.137164559405029,5.523458920524919,2.849310271098391,2.579019941358479,4.270695952029551,5.117993812416755,0.6636465161632473,0.691153161953081,0.6871770135734415,4.42484663185681,4.42484663185681,3.4440173788450834,4.830311739964974,0.691153161953081,4.607168188650764])",1.0
F157,"['center', 'another', 'treatment', 'exactly.', 'benefit', 'draw', 'information', 'address', 'safe', 'issue', 'support.', 'fast', 'let', 'arrive', 'modern', 'behavior', 'son', 'lawyer.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[141,160,209,503,659,735,1480,2259,2336,4454,5653,5850,6616,7281,7391,7642,7936,8015,8166,8167,8190,8267,8338,9263,9813],[4.607168188650764,5.117993812416755,4.607168188650764,0.691153161953081,5.117993812416755,3.8187108282864943,4.137164559405029,2.849310271098391,4.137164559405029,4.42484663185681,3.914021008090819,0.691153161953081,4.019381523748645,0.6792718340663283,4.019381523748645,4.137164559405029,0.691153161953081,4.42484663185681,3.7316994512968646,4.270695952029551,3.577548771469606,3.7316994512968646,0.691153161953081,4.137164559405029,2.997730276216664])",0.0
F117,"['crime', 'level', 'instead', 'choice', 'company', 'account.', 'recent', 'stock', 'like', 'us', 'to.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,731,793,942,1499,3330,4377,4527,5591,5850,6053,6660,7281,7936,8338,9211,9413],[0.691153161953081,4.270695952029551,3.8187108282864943,4.270695952029551,3.4440173788450834,4.270695952029551,2.60568818844064,3.914021008090819,3.7316994512968646,0.691153161953081,3.3262343431887,4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,4.830311739964974,5.117993812416755])",0.0
F173,"['education', 'democrat', 'may', 'ready', 'action', 'there.', 'reach', 'interest', 'wonder', 'need', 'around', 'instead', 'draw.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[70,503,3759,3892,4527,4723,5234,5530,5804,5850,6197,6537,6557,6633,6747,7281,7936,8338,8386,9160],[4.830311739964974,0.691153161953081,5.117993812416755,2.5530444549552183,3.914021008090819,4.607168188650764,4.137164559405029,3.914021008090819,5.523458920524919,0.691153161953081,4.019381523748645,4.42484663185681,4.019381523748645,3.914021008090819,2.5530444549552183,0.6792718340663283,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551])",0.0
F024,"['suggest', 'source', 'almost', 'able.', 'major', 'since', 'civil', 'condition', 'sure', 'health.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,593,650,1058,1821,5328,5850,6219,6287,7281,7721,7816,7936,8338,8566,8730],[0.691153161953081,3.7316994512968646,2.958509563063383,4.137164559405029,4.137164559405029,3.914021008090819,0.691153161953081,3.0385522707369192,4.270695952029551,0.6792718340663283,4.137164559405029,5.117993812416755,0.691153161953081,0.691153161953081,3.914021008090819,5.523458920524919])",0.0
F096,"['forward', 'man', 'fill', 'protect', 'career', 'charge.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,2569,3486,4722,4921,4930,5850,7235,7281,7936,8338,8411,9727],[0.691153161953081,3.577548771469606,2.849310271098391,5.117993812416755,2.849310271098391,3.8187108282864943,0.691153161953081,4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,3.577548771469606,4.42484663185681])",0.0
R247,"['commercial', 'help', 'far', 'road', 'opportunity.', 'sport', 'particularly', 'lot', 'travel', 'it.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1770,3614,4158,4506,4533,4687,4943,5725,6219,6443,7805,8278,8681,9347,9462],[2.849310271098391,0.6636465161632473,3.6516567436233283,0.691153161953081,5.523458920524919,0.6871770135734415,4.42484663185681,4.270695952029551,3.0385522707369192,7.155097542939212,4.830311739964974,4.830311739964974,4.019381523748645,4.137164559405029,0.691153161953081])",1.0
F226,"['arm', 'eye', 'likely', 'outside', 'unit', 'morning.', 'possible', 'weight', 'term', 'during.', 'end', 'provide', 'person', 'happy.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[309,453,503,1341,2188,2259,2956,3249,3984,4115,5850,5946,6100,6335,7098,7281,7936,8004,8338,8568,9813],[4.270695952029551,4.137164559405029,0.691153161953081,3.914021008090819,4.42484663185681,2.849310271098391,4.607168188650764,3.4440173788450834,3.8187108282864943,4.830311739964974,0.691153161953081,4.270695952029551,4.137164559405029,3.7316994512968646,4.830311739964974,0.6792718340663283,0.691153161953081,3.6516567436233283,0.691153161953081,4.830311739964974,2.997730276216664])",0.0
F100,"['western', 'listen', 'allow', 'drop', 'discussion', 'total', 'citizen', 'necessary.', 'base', 'growth', 'discussion', 'type.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[8,320,429,503,524,1107,2918,4835,5315,5850,6279,7281,7936,8173,8338,8577,9676,9700],[4.019381523748645,4.270695952029551,4.607168188650764,0.691153161953081,3.5085558999826545,4.830311739964974,3.0385522707369192,4.019381523748645,8.541391904059102,0.691153161953081,3.7316994512968646,0.6792718340663283,0.691153161953081,3.4440173788450834,0.691153161953081,4.607168188650764,3.0385522707369192,4.830311739964974])",0.0
F246,"['understand', 'visit', 'understand', 'popular', 'song', 'design.', 'together', 'easy', 'list', 'too.', 'message', 'avoid', 'drive', 'home', 'baby', 'answer.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,698,760,1348,1388,2086,2259,2715,3365,5850,6148,6325,6487,7281,7350,7425,7936,8312,8338,8728,9813,9873],[0.691153161953081,4.607168188650764,3.914021008090819,4.270695952029551,3.7316994512968646,4.830311739964974,2.849310271098391,4.137164559405029,4.019381523748645,0.691153161953081,4.607168188650764,4.607168188650764,6.766785514057298,0.6792718340663283,4.270695952029551,5.117993812416755,0.691153161953081,4.019381523748645,0.691153161953081,3.0811118851557153,2.997730276216664,5.523458920524919])",0.0
F183,"['finish', 'central', 'shoulder', 'recognize.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,5850,6578,6756,7281,7381,7936,8338,8928],[0.691153161953081,2.958509563063383,0.691153161953081,4.270695952029551,3.383392757028649,0.6792718340663283,4.42484663185681,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
R063,"['local', 'perform', 'force', 'turn.', 'career', 'congress', 'research', 'in.', 'performance', 'pm', 'media', 'watch.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[228,391,1098,1209,1936,2519,3334,3614,4506,4687,4930,6944,7026,8728,9351,9432,9462],[3.7316994512968646,4.607168188650764,3.4440173788450834,4.270695952029551,4.607168188650764,5.523458920524919,4.270695952029551,0.6636465161632473,0.691153161953081,0.6871770135734415,3.8187108282864943,2.7200985396183848,5.523458920524919,3.0811118851557153,4.607168188650764,3.8187108282864943,0.691153161953081])",1.0
R005,"['husband', 'pass', 'specific', 'behind', 'around', 'indicate', 'training.', 'stay', 'decade', 'campaign', 'accept.', 'big', 'exist.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[433,795,1352,2059,2764,3048,3556,3614,4346,4506,4687,6030,6197,6485,6675,7208,8392,9462],[4.019381523748645,4.830311739964974,4.830311739964974,2.579019941358479,5.117993812416755,3.914021008090819,2.8844015909096608,0.6636465161632473,4.137164559405029,0.691153161953081,0.6871770135734415,3.577548771469606,4.019381523748645,3.914021008090819,3.7316994512968646,4.42484663185681,4.019381523748645,0.691153161953081])",1.0
R084,"['chance', 'film', 'member', 'owner', 'happy.', 'perform', 'bag', 'card', 'truth.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[346,415,1098,2144,2956,3556,3614,4506,4687,5003,6053,6373,6790,9462],[4.019381523748645,4.019381523748645,3.4440173788450834,4.270695952029551,4.607168188650764,2.8844015909096608,0.6636465161632473,0.691153161953081,0.6871770135734415,3.914021008090819,3.3262343431887,5.117993812416755,4.607168188650764,0.691153161953081])",1.0
R124,"['stop', 'style', 'budget', 'war', 'development.', 'single', 'concern', 'season', 'still', 'agency.', 'similar', 'vote', 'four', 'ask', 'memory.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[796,913,1051,1243,1968,2358,3507,3614,3712,4506,4687,4991,5047,6079,7046,7889,8000,8719,9214,9462],[3.8187108282864943,5.523458920524919,4.830311739964974,4.607168188650764,3.914021008090819,4.42484663185681,4.607168188650764,0.6636465161632473,4.607168188650764,0.691153161953081,0.6871770135734415,2.60568818844064,2.60568818844064,4.830311739964974,4.019381523748645,3.914021008090819,4.137164559405029,4.137164559405029,4.607168188650764,0.691153161953081])",1.0
R118,"['situation', 'base', 'education.', 'authority', 'discover', 'society', 'individual', 'order.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[327,1176,3136,3614,4170,4506,4687,5047,5564,7066,8173,8614,9462],[4.137164559405029,4.42484663185681,4.137164559405029,0.6636465161632473,5.117993812416755,0.691153161953081,0.6871770135734415,2.60568818844064,4.607168188650764,2.920769235080536,3.4440173788450834,3.8187108282864943,0.691153161953081])",1.0
F001,"['list', 'instead', 'give', 'end', 'final', 'imagine.', 'behind', 'section', 'meet', 'bill', 'though.', 'realize', 'film', 'sing', 'treat', 'character.', 'somebody', 'glass', 'thus', 'lose.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[453,503,650,1582,1653,3089,3783,4346,4527,5003,5017,5684,5850,6451,6932,6968,7281,7936,8135,8338,8530,8728,8750,9012,9026,9940],[4.137164559405029,0.691153161953081,2.958509563063383,4.42484663185681,3.914021008090819,3.914021008090819,4.830311739964974,4.137164559405029,3.914021008090819,3.914021008090819,5.117993812416755,4.270695952029551,0.691153161953081,3.577548771469606,4.019381523748645,3.914021008090819,0.6792718340663283,0.691153161953081,4.42484663185681,0.691153161953081,5.523458920524919,3.0811118851557153,5.523458920524919,4.607168188650764,4.607168188650764,3.577548771469606])",0.0
F007,"['entire', 'citizen', 'least', 'continue', 'soldier.', 'current', 'health', 'father', 'total', 'size', 'unit', 'fact.', 'student', 'tree', 'man', 'raise.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[8,503,743,939,1634,1800,2066,2569,3192,3536,5850,5871,6279,6335,7281,7593,7936,8338,8805,8824,9189,9192,9876],[4.019381523748645,0.691153161953081,4.42484663185681,4.607168188650764,4.42484663185681,4.607168188650764,2.7508701982851385,3.577548771469606,4.137164559405029,4.270695952029551,0.691153161953081,4.270695952029551,3.7316994512968646,3.7316994512968646,0.6792718340663283,5.117993812416755,0.691153161953081,0.691153161953081,3.8187108282864943,4.830311739964974,3.6516567436233283,5.523458920524919,2.7508701982851385])",0.0
F046,"['nearly', 'specific', 'hospital', 'east.', 'along', 'task', 'data.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,1167,1208,2059,2840,2866,3184,4930,5850,6873,7281,7936,8338,8451],[0.691153161953081,5.523458920524919,2.849310271098391,2.579019941358479,4.42484663185681,3.6516567436233283,2.8844015909096608,3.8187108282864943,0.691153161953081,4.830311739964974,0.6792718340663283,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
R103,"['strategy', 'stock', 'office', 'new', 'name.', 'life', 'beat', 'fly', 'describe', 'religious', 'specific', 'nor.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[585,793,2059,2291,2569,3477,3614,4293,4506,4687,5944,7066,7085,8344,8439,8919,9462],[4.137164559405029,3.8187108282864943,2.579019941358479,3.914021008090819,3.577548771469606,3.914021008090819,0.6636465161632473,4.830311739964974,0.691153161953081,0.6871770135734415,4.42484663185681,2.920769235080536,4.270695952029551,3.914021008090819,5.117993812416755,5.117993812416755,0.691153161953081])",1.0
R037,"['lay', 'risk', 'ready.', 'simple', 'stop', 'leg', 'sport.', 'east', 'deep', 'agreement', 'attack', 'strategy.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[796,1762,2111,2913,3614,3978,4475,4506,4687,4991,5432,5693,6290,6576,7516,8413,8794,9462],[3.8187108282864943,3.914021008090819,5.117993812416755,3.383392757028649,0.6636465161632473,4.830311739964974,4.137164559405029,0.691153161953081,0.6871770135734415,2.60568818844064,2.661258039595451,3.914021008090819,4.42484663185681,4.137164559405029,5.117993812416755,3.2721671219184243,4.830311739964974,0.691153161953081])",1.0
F193,"['former', 'parent', 'price', 'physical', 'this.', 'writer', 'former', 'sound', 'staff', 'hour', 'sport.', 'weight', 'property', 'key', 'energy', 'rise', 'happen', 'experience.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,527,1738,2072,2111,2733,3131,3892,4160,4704,4816,4963,5850,6166,6224,6747,6906,7281,7936,8004,8307,8338,8649,9932],[0.691153161953081,4.270695952029551,4.607168188650764,5.117993812416755,5.117993812416755,4.607168188650764,4.830311739964974,2.5530444549552183,7.637421656572989,4.019381523748645,3.7316994512968646,5.117993812416755,0.691153161953081,3.8187108282864943,4.019381523748645,2.5530444549552183,5.117993812416755,0.6792718340663283,0.691153161953081,3.6516567436233283,4.137164559405029,0.691153161953081,3.8187108282864943,4.019381523748645])",0.0
R166,"['among', 'wrong', 'line', 'audience.', 'energy', 'bar', 'address', 'real.', 'enter', 'article', 'nearly', 'chance', 'scene', 'indeed', 'loss.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[346,690,1182,1702,2866,3177,3556,3614,4454,4506,4687,4934,5844,5963,6512,7332,7362,7435,8307,9462],[4.019381523748645,5.117993812416755,4.830311739964974,4.137164559405029,3.6516567436233283,5.117993812416755,2.8844015909096608,0.6636465161632473,4.42484663185681,0.691153161953081,0.6871770135734415,3.4440173788450834,4.270695952029551,4.607168188650764,4.019381523748645,4.270695952029551,4.42484663185681,4.270695952029551,4.137164559405029,0.691153161953081])",1.0
F017,"['seven', 'daughter', 'final.', 'listen', 'thing', 'area', 'result', 'improve', 'interesting', 'poor.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[399,429,503,2066,2101,2408,2613,3634,3857,5649,5850,7281,7623,7850,7936,8338,9876],[4.42484663185681,4.607168188650764,0.691153161953081,2.7508701982851385,5.523458920524919,4.019381523748645,5.523458920524919,4.270695952029551,4.019381523748645,4.270695952029551,0.691153161953081,0.6792718340663283,3.7316994512968646,3.8187108282864943,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
R008,"['much', 'century', 'cut', 'less', 'control', 'recognize', 'every.', 'common', 'quickly', 'way', 'summer.', 'opportunity', 'pretty', 'respond.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[524,1195,1206,1208,2191,3391,3614,3916,3919,4506,4687,6332,6976,7841,8171,8997,9034,9144,9391,9462],[3.5085558999826545,4.270695952029551,4.270695952029551,2.849310271098391,4.830311739964974,4.137164559405029,0.6636465161632473,5.117993812416755,4.019381523748645,0.691153161953081,0.6871770135734415,4.019381523748645,4.137164559405029,3.914021008090819,4.137164559405029,5.523458920524919,2.8844015909096608,2.7200985396183848,3.914021008090819,0.691153161953081])",1.0
F071,"['million', 'young', 'security', 'message', 'apply.', 'bag', 'talk', 'reveal', 'mrs', 'much', 'edge.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[415,503,524,1392,1507,2634,2715,3486,4921,5850,7281,7809,7936,8338,8651,8859,8925,9751],[4.019381523748645,0.691153161953081,3.5085558999826545,5.523458920524919,4.830311739964974,3.7316994512968646,4.137164559405029,2.849310271098391,2.849310271098391,0.691153161953081,0.6792718340663283,4.137164559405029,0.691153161953081,0.691153161953081,3.8187108282864943,5.523458920524919,4.019381523748645,3.914021008090819])",0.0
F028,"['include', 'end', 'garden.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[453,503,1208,2953,3184,5850,7281,7432,7936,8338],[4.137164559405029,0.691153161953081,2.849310271098391,4.607168188650764,2.8844015909096608,0.691153161953081,0.6792718340663283,5.523458920524919,0.691153161953081,0.691153161953081])",0.0
